BSG	AF	Ani	Ecc	EqD	prolif1	prolif2	alp	ars	vAF	vAni	vEcc	vEqD	tlength	tvolume	tnodes	scr	ulength	uarea	uvolume	vlength	varea	vvolume
20	0.000087	0.625	0.790569	12.153	0.784701	0.789618	1.014114	0.917147	0.893972	0.268003	0.413093	0.30976	0.148975	2.126001	2.274456	0.068638	0.614108	2.503094	1.769654	1.266001	2.12471	2.243036
20	0.000121	0.828354	0.910139	5.52791	0.081302	0.7893	0.869632	0.65864	2.12466	0.416882	0.178911	0.941438	1.185215	1.030747	1.942163	0.632116	0.689387	3.310723	2.542751	0.807765	2.022399	1.872547
10	0.000038	0.878843	0.937466	8.74039	0.325449	1.244554	0.485814	0.917147	0.875314	0.662251	0.594287	1.094159	1.384005	1.083228	1.283307	0.698075	1.210641	1.843854	1.72654	0.136925	1.645606	0.041367
10	0.000168	0.666667	0.816497	4.37019	0.251155	1.244554	0.78454	0.683115	0.799439	0.072563	0.38452	0.64724	1.109204	1.063958	1.191756	0.068638	0.776417	0.044792	6.496337	0.872692	2.498853	5.360209
5	0.000026	0.144693	0.380386	2.98541	0.263277	0.75212	0.794971	0.141096	0.80589	0.428643	0.025924	0.760186	1.169373	1.161345	0.115089	0.747459	0.803285	2.81735	1.68948	0.747268	0.084343	0.540097
10	0.000065	0.908488	0.953147	6.28255	0.635931	0.517197	1.170158	0.636633	0.932307	0.63459	0.390278	0.773209	1.229768	1.082058	1.474223	0.703412	0.375363	1.777861	2.463543	0.807765	1.733477	2.033805
5	0.000073	0.397941	0.630825	4.22201	0.375592	0.749253	1.570966	0.141096	0.805062	0.595718	0.522848	0.248231	1.167676	1.778911	1.438358	0.875376	0.655092	2.538761	1.628653	1.300926	0.211539	0.041367
5	0.000088	0.483843	0.695588	3.38514	1.942191	0.751121	1.579502	0.917147	0.803754	0.202583	0.120253	0.997603	1.168804	1.161516	0.556179	0.747881	0.790619	1.838284	1.486135	0.903953	1.33873	1.493872
5	0.000084	0.446533	0.668232	2.76395	0.685876	0.490985	1.579502	1.010371	0.174585	0.411991	0.363081	0.752793	1.526004	1.162164	1.298197	0.068638	1.104315	0.08987	0.731968	0.310183	0.424402	0.16673
10	0.000119	0.5	0.707107	4.65243	0.251155	0.76358	0.786157	0.634613	0.888344	0.007663	0.053644	0.817106	0.487562	1.074533	1.668837	0.710493	0.779749	0.918089	2.693585	0.909427	1.917517	1.811295
5	0.000058	0.333333	0.57735	4.51352	0.686922	0.753428	1.744032	0.649572	0.803968	0.650595	0.384007	0.771827	1.168139	1.160284	1.299993	0.632116	0.352464	1.487697	1.48571	0.902846	1.581258	2.188941
10	0.000065	0.296	0.544059	5.75363	0.635931	0.551948	1.570966	0.983482	0.886216	0.737951	0.185472	0.806164	1.189474	1.06919	1.523396	0.712599	2.221628	0.999087	2.097106	0.342795	1.927647	1.71852
5	0.00008	0.527175	0.726068	8.44402	0.081302	0.756885	0.118987	0.644008	0.805201	0.660677	0.391008	0.813142	1.525361	1.156668	1.303593	0.748308	0.548341	2.063528	1.550136	0.900328	1.749761	2.09168
10	0.00005	0.125092	0.353683	2.98541	0.739132	0.589932	0.78801	0.917147	1.038584	0.182961	0.379373	0.825877	1.093522	1.05407	1.831877	0.69993	0.796034	1.120879	2.335355	1.700973	1.949493	2.621565
5	0.000069	0.625	0.790569	2.25676	0.685413	0.749541	0.485814	0.917147	1.018104	0.428643	0.39226	0.742043	1.170306	1.163733	1.298065	0.748727	1.252864	0.039083	1.408473	0.902956	1.809557	1.946697
10	0.000073	0.146186	0.382343	2.98541	0.736705	0.589932	0.7903	0.78463	1.106904	0.490263	0.375483	0.771277	0.266454	1.057499	1.91343	0.702227	0.144493	1.154016	2.381418	0.915615	1.98771	2.669719
20	0.000133	0.144569	0.380222	5.41152	0.601215	1.244554	0.886433	0.983482	2.070096	0.425736	0.506031	0.85381	1.423403	0.966961	1.941842	0.068638	0.675681	3.220605	2.948397	0.905033	2.06667	1.827288
10	0.000077	0.625	0.790569	2.25676	0.626437	0.775869	0.784957	0.692104	1.031859	0.402162	0.390007	0.917826	1.002277	0.159768	1.836053	0.713067	1.079886	0.769706	2.427208	0.917412	1.568854	2.032605
5	0.000051	0.625	0.790569	2.76395	0.045047	0.76358	1.579502	0.78463	0.803258	0.6736	0.294179	0.751098	1.169408	1.162445	1.298643	0.068638	0.184078	1.65585	1.379739	0.903242	1.320465	2.427197
5	0.00015	0.146779	0.383118	2.98541	0.683544	0.750816	0.792889	0.983482	0.803875	0.34915	0.391757	1.1975	1.169396	1.161982	0.115089	0.748427	0.229451	2.153251	1.630877	0.901276	1.333345	2.395429
5	0.000102	0.523005	0.723191	4.78731	1.077121	0.754278	0.787385	0.61082	0.80498	0.161025	0.450434	0.782197	2.644882	1.159371	1.299651	0.068638	0.768814	2.445854	1.454171	0.90198	0.150196	0.168853
20	0.000197	0.288805	0.537406	15.0545	0.844497	0.789874	0.118987	1.010371	0.950749	0.320866	0.326849	0.794351	1.100308	1.070581	1.305564	0.231192	0.229451	2.832928	1.006233	0.830755	0.12466	0.002881
5	0.000073	0.640477	0.800298	3.56825	0.251155	0.752122	0.485814	0.626944	0.803503	0.441727	0.627128	0.782986	1.168571	1.0641	1.299061	0.748495	0.794172	1.954241	1.677204	0.902502	1.631687	2.32547
5	0.000022	0.156326	0.39538	2.98541	0.409549	0.751344	0.485814	0.78463	0.802351	0.36312	0.645859	0.098327	1.085959	2.790556	2.761628	0.744376	0.803933	1.803326	1.852911	0.902401	2.531721	2.39494
5	0.000015	0.625	0.790569	2.25676	0.263277	0.752641	1.170158	0.623243	0.802269	0.469857	0.392403	1.215209	3.914291	1.16188	3.202717	0.747287	0.80761	2.549713	1.244145	1.863435	2.317984	2.708154
5	0.000015	0.756632	0.869846	8.59348	0.115259	0.677264	1.570966	0.103117	1.038584	0.343461	0.088997	0.812533	1.165264	0.146274	1.303218	0.750622	0.666671	2.160392	1.574599	0.901002	1.477465	1.84786
20	0.000038	0.467636	0.683839	5.75363	1.131188	0.226254	0.826099	0.657138	1.037236	0.428183	0.315435	1.617353	1.791597	0.675807	0.955203	0.231192	0.378514	2.669604	2.20797	0.076423	4.516168	2.061037
20	0.000042	0.864025	0.92953	3.56825	0.613288	0.788306	0.768332	0.983482	1.83778	0.636222	0.398214	0.745244	1.057228	0.460882	0.556179	0.632116	0.676315	3.521181	3.213612	0.778103	2.309871	1.794273
5	0.000106	0.395117	0.628583	4.22201	0.684051	0.296274	0.770082	0.103117	0.803318	0.255007	0.269935	0.7657	1.085959	4.970443	1.301329	0.231192	0.906392	1.904336	1.5796	0.902083	2.26049	2.008413
5	0.000091	0.625	0.790569	2.25676	0.409549	0.751159	0.317128	0.629636	0.803256	0.405367	0.568323	0.748132	1.16943	1.163593	1.297897	0.748542	0.814568	2.035303	1.684137	0.929071	1.656269	2.352332
10	0.000065	0.600341	0.774817	11.0558	0.045047	0.677264	0.246467	0.579881	0.796253	0.469571	0.025924	0.893706	1.4924	1.106751	1.087913	0.632116	0.375363	1.608704	2.453304	0.90983	1.65794	0.041367
5	0.00004	0.533333	0.730297	5.04627	0.534058	0.752604	0.782195	0.633918	0.804076	0.395457	0.45708	0.775189	1.167291	1.159926	1.300046	1.677044	0.8886	2.189642	1.705647	0.998119	2.022987	2.262552
5	0.000069	0.747973	0.864855	6.86366	0.770742	0.754574	1.744032	0.141096	0.804877	0.406416	0.406776	0.908347	1.166027	1.083386	1.302095	0.748102	0.738895	1.588813	1.32951	0.902223	1.538517	1.782617
10	0.00005	0.870299	0.932898	7.73578	0.481507	0.769228	0.10768	0.103117	0.419622	0.085171	0.568323	0.386549	0.730442	1.081409	1.400295	1.677044	0.575923	2.148203	2.95517	0.076423	2.767121	2.388515
5	0.000026	0.637325	0.798326	5.75363	1.942191	0.865223	0.776852	0.917147	0.265677	0.558568	0.166143	1.617353	1.166369	1.077068	1.301836	0.068638	1.155478	1.70414	1.411299	0.902971	1.323642	1.346058
10	0.000111	0.469637	0.685301	8.95623	0.674685	0.662668	0.783332	0.569781	1.101688	0.08334	0.387081	1.184151	0.032031	0.766479	1.332172	0.716122	0.065324	0.567512	2.754884	0.640877	2.276027	1.210989
20	0.000121	0.271717	0.521265	2.25676	0.166287	0.844507	0.921644	0.660541	0.809947	0.161025	0.397711	0.763231	0.315166	0.89932	1.592117	0.632116	0.725303	3.376698	2.84138	1.007592	2.767121	1.66815
5	0.000048	0.729976	0.854386	6.38308	0.685306	1.244554	0.778817	0.103117	1.284503	0.34579	0.196131	0.797133	1.167348	0.030301	1.30138	0.231192	0.748013	1.670453	1.604113	0.468224	1.074889	1.52598
5	0.00008	0.167698	0.40951	4.78731	0.68507	0.896554	0.504011	0.65287	0.027706	0.662251	0.391751	0.618043	0.519755	0.146274	1.300436	0.068638	0.979348	1.867922	1.727662	1.333539	1.591898	2.364809
5	0.000058	0.747517	0.864591	15.1388	2.01428	1.468289	0.246467	0.644676	1.257144	0.387926	0.391288	0.922553	1.155915	0.766479	1.309235	1.677044	0.548341	1.237143	1.735844	0.221492	1.684282	0.472255
10	0.000023	0.138768	0.372515	2.98541	1.329433	0.753659	0.792784	0.78463	0.642425	0.445307	0.472336	0.795954	1.063236	1.054413	1.808937	0.712556	2.273729	3.455782	2.178039	0.913421	0.746155	1.126477
5	0.000164	0.625	0.790569	2.25676	0.481507	0.749699	0.796992	0.983482	0.430743	0.490263	0.536116	0.757262	1.170179	0.163143	1.297776	0.231192	0.524336	0.151534	1.607309	0.903338	0.447562	0.491834
10	0.000138	0.625	0.790569	2.25676	0.617828	1.28032	1.744032	0.141096	0.901946	0.534728	0.509799	0.826806	1.017515	1.051549	1.83531	0.875376	0.774963	2.072254	2.017138	0.165112	1.593056	2.457107
10	0.000023	0.284689	0.533563	5.29257	0.807973	0.784776	0.781645	0.685401	1.83778	0.432091	0.290764	0.633327	1.131626	1.067931	1.626816	0.711925	0.770647	2.144183	1.961082	0.342794	1.858827	2.144061
5	0.000117	0.333333	0.57735	4.51352	0.950965	1.233323	0.784816	0.78463	0.804238	0.398119	0.316679	1.112309	1.167746	1.218948	1.30054	0.068638	0.760995	1.722776	1.494103	0.903826	1.32399	1.836354
5	0.000095	0.164115	0.405111	2.98541	1.635812	0.685696	0.794155	0.636255	0.499062	0.425736	0.11079	0.761816	1.60126	0.681439	2.761628	0.632116	1.155478	1.337391	1.557155	0.355465	2.144227	1.759703
5	0.000026	0.533333	0.730297	5.04627	0.686371	0.662668	1.744032	0.78463	0.804221	0.396655	0.391864	0.777509	1.168269	0.146274	1.300315	0.231192	0.378514	1.706138	1.482675	0.902994	1.260471	1.93855
20	0.00003	0.53855	0.733859	11.1132	0.556694	0.790124	0.485814	0.65402	0.903068	0.335554	0.401328	0.724774	1.276321	0.845398	1.249974	0.068638	0.631463	2.568629	1.324284	0.845606	2.026289	2.278553
20	0.000125	0.258663	0.508589	5.04627	0.519197	1.468289	1.579502	1.010371	0.164344	0.432019	0.477214	0.020827	1.214687	0.403083	1.866094	1.677044	0.709069	3.027615	2.91676	1.584396	2.072911	1.83817
20	0.000061	0.790089	0.88887	3.56825	0.612437	0.763411	0.821202	0.659284	0.560503	0.36312	0.410836	0.748106	1.174885	0.9523	1.535288	0.724417	1.183061	3.238343	2.913351	0.973728	2.077271	1.77291
20	0.000136	0.376642	0.613711	4.22201	0.950965	0.788656	0.811331	0.103117	1.3597	0.317052	0.474958	1.556094	0.937588	1.050142	1.583274	0.632116	0.502543	3.324381	3.092822	0.470856	2.0519	1.81385
20	0.000076	0.773547	0.879515	6.67558	0.477464	1.468289	1.720156	0.658073	2.049616	0.610267	0.340825	0.742352	0.330477	0.09316	2.258427	0.875376	0.484751	3.154838	2.765786	0.874886	2.020259	1.959967
20	0.000091	0.143568	0.378904	5.86323	0.375592	1.28032	0.956552	0.658086	0.875921	0.079167	0.116582	0.868114	0.849466	1.174631	1.272291	0.231192	0.275249	3.063722	2.399794	1.009805	2.006795	1.862962
5	0.000022	0.376123	0.613288	3.56825	2.01428	0.189886	0.789659	0.103117	0.80357	0.176678	0.201874	0.259498	0.591338	0.020796	1.298815	0.632116	0.794293	2.072188	1.789467	2.105139	1.755224	1.660162
20	0.000095	0.68759	0.829211	10.4031	2.01428	0.788123	0.700165	1.010371	0.785267	0.662229	0.474958	0.665113	0.487562	0.771597	1.438358	0.68271	0.378514	3.01815	2.977168	0.885364	0.14863	2.345327
5	0.000113	0.625	0.790569	2.25676	0.669888	0.747245	1.720156	0.141096	0.80375	0.464973	0.303715	0.742288	1.129021	0.304793	0.556179	1.677044	0.812806	1.995057	1.653084	0.912159	1.581838	2.430684
10	0.000199	0.46708	0.683432	3.56825	0.666671	0.778295	0.246467	0.78463	0.973823	0.441727	0.316679	0.782673	0.775712	1.057339	1.785334	0.632116	0.793612	1.37425	2.635934	0.640875	1.87623	2.291631
5	0.000113	0.333333	0.57735	3.19154	0.684868	0.865223	0.246467	0.917147	1.1821	0.400532	0.391081	0.760482	1.168821	1.778911	1.298558	1.677044	0.943762	2.203639	1.721433	0.902943	2.047045	2.251503
10	0.000138	0.840988	0.917054	14.5819	0.202654	0.296274	0.7617	0.103117	0.265677	0.534728	0.374259	0.809621	0.957201	1.135009	0.556179	1.677044	0.63801	4.540019	2.603279	0.905869	0.655708	1.66838
20	0.000068	0.523767	0.723717	5.29257	0.251155	0.790127	0.861286	1.010371	0.646552	0.662251	0.430592	0.80155	1.204795	0.884125	3.643807	0.714184	0.332626	3.05873	2.305044	0.980878	1.98999	1.784075
5	0.000051	0.625	0.790569	2.25676	0.683542	0.551948	0.795874	1.010371	0.287838	0.404195	0.466995	0.750927	1.169709	1.16382	1.297873	0.746593	0.812794	2.038921	1.621983	0.104612	1.709552	2.280686
10	0.000027	0.530523	0.72837	5.86323	1.635812	0.758372	0.504011	0.78463	1.006135	0.007663	0.281179	0.870161	1.191915	1.071889	1.529885	0.231192	0.759916	1.705793	2.732498	1.177077	2.251516	2.823809
10	0.000111	0.127128	0.356551	2.98541	0.534058	0.765851	0.796829	0.103117	0.913948	0.666212	0.422349	1.01617	1.046688	1.051383	1.882512	1.677044	0.793204	1.901281	2.027877	0.916021	2.008477	2.134337
5	0.000018	0.619623	0.787162	6.77028	0.685322	0.159977	0.10768	0.103117	0.804584	0.391195	0.392215	0.008727	1.165868	1.778911	1.302079	0.632116	0.74709	1.987855	1.774084	0.901971	2.03519	1.849845
10	0.000015	0.837481	0.91514	5.86323	0.669888	1.244554	1.014114	0.141096	1.83778	0.573907	0.326849	0.869529	1.004521	1.496335	1.584661	0.632116	0.762007	2.862513	1.567708	0.914229	1.725151	1.214686
10	0.000053	0.730577	0.854738	6.57952	1.725923	0.758996	0.770906	0.917147	1.29138	0.172241	0.363081	0.70387	1.263679	1.08678	1.452671	0.068638	0.099118	1.917439	2.682563	0.910817	2.317984	3.300876
10	0.000073	0.657895	0.811107	5.52791	0.638685	0.763411	0.246467	1.010371	0.985161	0.541596	0.397174	0.807476	1.174861	1.067938	1.548388	0.231192	0.768094	1.351521	2.71371	0.912196	1.750639	1.956302
10	0.000073	0.375	0.612372	3.19154	0.160532	0.589932	0.504011	1.010371	1.284503	0.420354	0.412312	1.089603	1.03443	1.027998	1.812698	0.730838	0.943762	0.577782	2.322606	0.81189	1.576457	1.691728
10	0.000015	0.784649	0.885804	5.6419	0.635931	0.662668	0.769255	0.103117	0.877851	0.636222	0.492409	0.777924	1.18474	1.078454	1.554361	0.689851	0.75873	1.906401	2.38107	0.742542	1.764595	1.872767
10	0.000092	0.269696	0.519322	4.91849	0.202654	0.782342	0.266693	0.78463	1.347706	0.440372	0.360307	1.363154	1.141958	1.069723	0.556179	0.875376	0.776085	0.394277	2.501346	2.068704	1.618512	1.713769
20	0.000091	0.657895	0.811107	4.51352	0.190532	0.865223	0.504011	0.103117	1.236664	0.268003	0.412312	0.846132	1.224096	0.278337	1.198537	0.231192	0.627511	2.969793	2.692984	0.920182	1.208603	5.792149
10	0.000015	0.352972	0.594114	7.39928	0.374128	0.517197	0.752855	0.103117	1.277625	0.343015	0.345922	1.085047	1.23243	1.10656	1.451354	0.659025	0.059534	1.417485	0.198411	1.207814	3.418968	1.736148
5	0.000135	0.138012	0.371499	2.98541	0.680524	0.753009	0.504011	0.983482	2.001777	0.524778	0.389023	0.765243	1.168335	1.162421	1.298278	0.632116	0.800439	3.358648	2.441202	0.640877	1.214933	1.969778
20	0.000117	0.937231	0.968107	7.89865	0.129915	0.551948	1.570966	1.010371	0.041462	0.432091	0.387483	0.829207	0.993016	0.856844	1.482463	0.632116	0.679751	2.774706	2.292473	1.047781	2.031133	2.051112
10	0.000088	0.625	0.790569	2.25676	1.725923	0.896554	0.266693	0.983482	1.277625	0.172241	0.41491	0.799311	1.006504	1.053169	0.556179	0.632116	0.79589	1.636032	2.802102	0.910945	1.901066	4.102425
20	0.000061	0.333333	0.57735	12.2573	0.522737	0.393629	0.118987	0.917147	0.883584	0.530284	0.506031	0.633327	1.30893	0.814833	1.398226	0.672535	0.615875	2.542455	1.074897	0.801531	1.79602	2.284605
20	0.000042	0.871565	0.933577	7.22515	1.329433	0.789571	0.266693	0.141096	0.759444	0.442107	0.616262	0.668432	1.198151	0.020796	1.039992	0.875376	0.575923	2.970528	2.051169	0.860674	2.132171	2.004993
10	0.000061	0.625	0.790569	2.25676	0.764577	0.551948	0.118987	1.010371	0.925448	0.384057	0.406958	0.607829	0.962527	1.052771	1.903428	0.723145	0.812763	0.180035	2.868581	0.912452	2.767121	3.827097
10	0.000184	0.160238	0.400298	2.98541	0.723002	0.471514	1.744032	0.141096	0.164344	0.115176	0.247996	0.653608	1.06297	1.063761	1.784182	0.683235	0.404052	0.791204	2.229062	0.910957	1.857172	2.92072
10	0.000015	0.880566	0.938385	5.04627	1.329433	0.393629	0.78105	0.78463	0.642425	0.079167	0.353123	0.63834	0.863295	0.753912	1.457509	0.068638	0.332626	0.879988	2.807055	2.105139	2.302442	3.189787
5	0.000058	0.720635	0.848902	10.8817	0.68802	0.666225	0.413272	0.983482	0.083645	0.031634	0.356788	0.834538	1.163047	1.154572	1.306144	0.748664	0.677575	2.548363	1.666671	0.899372	1.939094	1.621314
20	0.000186	0.789986	0.888812	10.3418	0.375592	0.790058	0.914425	0.654981	0.748258	0.391375	0.410836	0.773188	0.129674	0.872003	1.428719	0.231192	0.647265	2.722605	1.567625	0.903867	2.030868	2.187836
20	0.000182	0.507366	0.712296	5.6419	0.669888	0.763411	1.570966	0.78463	0.994245	0.56575	0.272325	1.159984	3.914291	1.026383	0.556179	0.231192	0.676938	3.311529	3.748424	1.627498	0.643488	0.222677
20	0.000061	0.792631	0.890298	6.28255	0.770742	0.78822	1.579502	0.658052	0.845721	0.34915	0.399708	0.85962	0.941595	0.825994	1.617104	0.705917	0.682645	2.992121	2.98951	0.99085	2.035548	1.95038
5	0.000091	0.437006	0.661064	5.41152	0.685081	0.393629	0.772931	1.010371	0.798059	0.493433	0.384203	0.757829	1.166305	1.164032	5.408166	0.632116	0.762378	0.471211	1.592443	0.905912	7.81543	9.016221
10	0.000061	0.333333	0.57735	3.19154	0.263277	0.226254	0.779146	0.65361	0.164344	0.432091	0.363215	0.633327	1.06695	1.059327	1.787499	0.875376	0.795875	0.578243	2.556601	0.911821	1.762684	2.391158
10	0.000115	0.601879	0.775809	4.65243	1.329433	0.393629	0.785335	0.632694	0.560503	0.286242	0.296959	0.576991	1.158604	0.408293	1.624634	0.699734	0.099118	1.38281	2.701442	0.912159	2.007105	3.034743
5	0.000139	0.416444	0.645325	5.6419	1.329433	1.28032	1.014114	0.634947	0.804403	0.52939	0.505275	0.784551	1.167106	1.159524	1.301123	0.747854	0.75706	1.299578	1.583422	0.902937	1.545122	1.701548
20	0.000136	0.736652	0.858285	6.9558	0.613288	0.787598	1.720156	0.658543	0.87486	0.610267	0.607774	0.862378	0.988802	0.565463	2.069079	0.705934	1.222645	3.18326	3.553608	1.14794	0.12466	2.045687
20	0.000148	0.402594	0.634503	4.65243	0.642997	1.17067	1.570966	1.010371	0.912359	0.330956	0.471995	0.759371	0.222338	1.462785	2.144621	0.714711	0.621298	3.223912	3.354698	1.01618	2.087917	1.800314
5	0.000029	0.129111	0.35932	2.98541	0.115259	0.752396	0.485814	0.917147	0.298843	0.309085	0.316679	0.782986	0.975936	0.733812	1.297727	0.746852	0.806874	3.231316	1.773856	1.333539	0.211539	0.374702
10	0.000069	0.39123	0.625484	4.22201	0.687254	0.844507	1.170158	0.752574	1.8173	0.476139	0.45997	1.431174	1.065029	1.061178	1.714866	0.632116	2.221628	0.931923	1.921637	0.944021	1.784041	1.285388
10	0.000187	0.333333	0.57735	4.51352	0.914921	0.744643	0.781842	0.103117	1.277625	0.22993	0.487604	0.996246	0.863295	1.059763	1.784477	0.710717	0.787847	0.974953	0.468681	0.912281	1.798142	0.139014
10	0.000015	0.71652	0.846475	5.29257	0.146037	1.17067	0.266693	0.141096	0.857363	0.410477	0.506824	0.714695	1.164479	1.066581	1.634692	0.632116	0.411795	1.743401	0.831736	0.998119	1.611305	0.410083
20	0.000167	0.754519	0.868631	11.2838	1.942191	0.788739	0.733	0.654288	0.878088	0.558568	0.401762	0.738609	1.129348	0.921182	1.347829	0.231192	0.60545	2.514094	2.141854	0.791247	2.089373	2.289825
5	0.000139	0.625	0.790569	2.25676	0.684909	0.750363	1.720156	1.010371	0.033056	0.279088	0.474958	1.184151	1.168798	0.02946	1.297532	0.745767	0.144493	2.880096	1.525277	0.270898	1.343147	2.497514
10	0.000015	0.605957	0.778433	7.97885	0.694347	0.393629	1.720156	1.010371	0.024802	0.414102	0.182033	0.576991	1.358573	1.09908	1.254527	0.730967	0.71909	1.129764	2.65977	0.906787	2.020868	2.16613
5	0.00012	0.625	0.790569	2.25676	0.556694	0.749774	1.570966	0.630371	0.804439	0.404352	0.390982	1.431174	1.16956	1.162623	1.297435	1.677044	0.906392	2.097261	1.599216	0.281993	1.764802	2.401869
10	0.000061	0.602363	0.77612	5.17088	0.202654	0.779784	0.759893	0.690285	0.105654	0.427332	0.389295	1.130361	1.187354	1.05833	1.600561	0.231192	1.001141	0.15753	1.428647	0.922613	1.337635	0.139014
10	0.00005	0.288719	0.537326	5.29257	0.477464	0.844507	0.78573	0.917147	0.442359	0.663167	0.270252	0.693446	0.129674	1.066261	1.637522	0.231192	0.548341	0.790182	2.785844	0.921677	1.992077	1.987464
5	0.000015	0.47949	0.692452	3.38514	1.131188	0.74918	0.786803	0.917147	0.804233	0.410477	0.392556	0.768299	1.168831	1.163814	0.556179	1.677044	0.801692	0.545775	1.703479	0.902232	0.626122	0.027144
10	0.000176	0.48016	0.692936	5.6419	0.673239	0.296274	0.76367	1.010371	0.642425	0.558568	0.573189	0.467085	1.263679	0.986544	1.530532	0.231192	0.765856	1.047429	2.516527	0.9106	1.771975	2.405353
5	0.000197	0.333333	0.57735	4.51352	0.914921	0.666225	1.720156	0.78463	0.803824	0.157876	0.447495	0.769009	1.167962	1.160229	1.299992	0.746936	0.777168	1.912532	1.610356	0.90311	1.667127	1.946978
20	0.000027	0.84375	0.918559	6.07651	0.761536	0.78919	0.77252	0.917147	0.96196	0.695888	0.361837	0.30976	0.15932	1.576108	2.593295	0.068638	0.677825	3.209358	2.745761	1.523591	2.126949	1.886215
10	0.000069	0.8227	0.907028	10.6451	0.518934	0.748302	0.771086	0.141096	0.560503	0.685	0.403849	0.16255	1.468223	1.10481	1.033769	0.716086	0.693046	3.10025	2.561299	0.910564	2.121412	1.648014
5	0.000099	0.611986	0.782295	4.06843	0.680912	0.471514	0.317128	0.917147	0.804172	0.387333	0.429434	0.259498	1.168338	1.160614	0.556179	0.749929	0.533278	1.879821	0.242729	0.907141	1.987182	2.884249
